feature_path,label,label_idx
C:\SoundModel\data\gtzan\features\pop_pop.00063_chunk2.npy,pop,7
C:\SoundModel\data\gtzan\features\disco_disco.00077_chunk0.npy,disco,3
C:\SoundModel\data\gtzan\features\metal_metal.00070_chunk0.npy,metal,6
C:\SoundModel\data\gtzan\features\classical_classical.00055_chunk2.npy,classical,1
C:\SoundModel\data\gtzan\features\disco_disco.00084_chunk1.npy,disco,3
C:\SoundModel\data\gtzan\features\country_country.00055_chunk1.npy,country,2
C:\SoundModel\data\gtzan\features\classical_classical.00067_chunk1.npy,classical,1
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00045_chunk1.npy,hiphop,4
C:\SoundModel\data\gtzan\features\reggae_reggae.00022_chunk0.npy,reggae,8
C:\SoundModel\data\gtzan\features\disco_disco.00095_chunk2.npy,disco,3
C:\SoundModel\data\gtzan\features\classical_classical.00014_chunk0.npy,classical,1
C:\SoundModel\data\gtzan\features\country_country.00083_chunk1.npy,country,2
C:\SoundModel\data\gtzan\features\disco_disco.00097_chunk1.npy,disco,3
C:\SoundModel\data\gtzan\features\blues_blues.00004_chunk2.npy,blues,0
C:\SoundModel\data\gtzan\features\rock_rock.00034_chunk1.npy,rock,9
C:\SoundModel\data\gtzan\features\country_country.00064_chunk1.npy,country,2
C:\SoundModel\data\gtzan\features\classical_classical.00077_chunk0.npy,classical,1
C:\SoundModel\data\gtzan\features\blues_blues.00091_chunk2.npy,blues,0
C:\SoundModel\data\gtzan\features\jazz_jazz.00076_chunk2.npy,jazz,5
C:\SoundModel\data\gtzan\features\country_country.00029_chunk2.npy,country,2
C:\SoundModel\data\gtzan\features\blues_blues.00068_chunk0.npy,blues,0
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00053_chunk1.npy,hiphop,4
C:\SoundModel\data\gtzan\features\reggae_reggae.00002_chunk1.npy,reggae,8
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00008_chunk0.npy,hiphop,4
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00014_chunk2.npy,hiphop,4
C:\SoundModel\data\gtzan\features\reggae_reggae.00023_chunk1.npy,reggae,8
C:\SoundModel\data\gtzan\features\jazz_jazz.00003_chunk2.npy,jazz,5
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00057_chunk1.npy,hiphop,4
C:\SoundModel\data\gtzan\features\rock_rock.00026_chunk1.npy,rock,9
C:\SoundModel\data\gtzan\features\country_country.00077_chunk2.npy,country,2
C:\SoundModel\data\gtzan\features\classical_classical.00042_chunk1.npy,classical,1
C:\SoundModel\data\gtzan\features\blues_blues.00093_chunk1.npy,blues,0
C:\SoundModel\data\gtzan\features\blues_blues.00077_chunk1.npy,blues,0
C:\SoundModel\data\gtzan\features\country_country.00075_chunk0.npy,country,2
C:\SoundModel\data\gtzan\features\rock_rock.00012_chunk0.npy,rock,9
C:\SoundModel\data\gtzan\features\blues_blues.00027_chunk2.npy,blues,0
C:\SoundModel\data\gtzan\features\jazz_jazz.00023_chunk1.npy,jazz,5
C:\SoundModel\data\gtzan\features\country_country.00034_chunk2.npy,country,2
C:\SoundModel\data\gtzan\features\pop_pop.00072_chunk2.npy,pop,7
C:\SoundModel\data\gtzan\features\pop_pop.00062_chunk0.npy,pop,7
C:\SoundModel\data\gtzan\features\jazz_jazz.00037_chunk1.npy,jazz,5
C:\SoundModel\data\gtzan\features\blues_blues.00044_chunk2.npy,blues,0
C:\SoundModel\data\gtzan\features\jazz_jazz.00009_chunk2.npy,jazz,5
C:\SoundModel\data\gtzan\features\country_country.00003_chunk0.npy,country,2
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00057_chunk0.npy,hiphop,4
C:\SoundModel\data\gtzan\features\classical_classical.00009_chunk1.npy,classical,1
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00060_chunk2.npy,hiphop,4
C:\SoundModel\data\gtzan\features\blues_blues.00062_chunk1.npy,blues,0
C:\SoundModel\data\gtzan\features\blues_blues.00064_chunk1.npy,blues,0
C:\SoundModel\data\gtzan\features\disco_disco.00080_chunk1.npy,disco,3
C:\SoundModel\data\gtzan\features\classical_classical.00034_chunk1.npy,classical,1
C:\SoundModel\data\gtzan\features\disco_disco.00041_chunk2.npy,disco,3
C:\SoundModel\data\gtzan\features\classical_classical.00009_chunk0.npy,classical,1
C:\SoundModel\data\gtzan\features\rock_rock.00091_chunk1.npy,rock,9
C:\SoundModel\data\gtzan\features\pop_pop.00091_chunk0.npy,pop,7
C:\SoundModel\data\gtzan\features\pop_pop.00005_chunk1.npy,pop,7
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00079_chunk2.npy,hiphop,4
C:\SoundModel\data\gtzan\features\classical_classical.00013_chunk1.npy,classical,1
C:\SoundModel\data\gtzan\features\blues_blues.00083_chunk2.npy,blues,0
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00067_chunk0.npy,hiphop,4
C:\SoundModel\data\gtzan\features\pop_pop.00084_chunk1.npy,pop,7
C:\SoundModel\data\gtzan\features\pop_pop.00073_chunk0.npy,pop,7
C:\SoundModel\data\gtzan\features\blues_blues.00023_chunk2.npy,blues,0
C:\SoundModel\data\gtzan\features\country_country.00027_chunk0.npy,country,2
C:\SoundModel\data\gtzan\features\disco_disco.00088_chunk1.npy,disco,3
C:\SoundModel\data\gtzan\features\disco_disco.00067_chunk0.npy,disco,3
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00070_chunk2.npy,hiphop,4
C:\SoundModel\data\gtzan\features\disco_disco.00049_chunk1.npy,disco,3
C:\SoundModel\data\gtzan\features\jazz_jazz.00051_chunk2.npy,jazz,5
C:\SoundModel\data\gtzan\features\rock_rock.00027_chunk0.npy,rock,9
C:\SoundModel\data\gtzan\features\disco_disco.00091_chunk1.npy,disco,3
C:\SoundModel\data\gtzan\features\rock_rock.00016_chunk2.npy,rock,9
C:\SoundModel\data\gtzan\features\pop_pop.00057_chunk1.npy,pop,7
C:\SoundModel\data\gtzan\features\classical_classical.00072_chunk2.npy,classical,1
C:\SoundModel\data\gtzan\features\classical_classical.00076_chunk0.npy,classical,1
C:\SoundModel\data\gtzan\features\blues_blues.00061_chunk0.npy,blues,0
C:\SoundModel\data\gtzan\features\country_country.00032_chunk2.npy,country,2
C:\SoundModel\data\gtzan\features\rock_rock.00051_chunk2.npy,rock,9
C:\SoundModel\data\gtzan\features\metal_metal.00099_chunk1.npy,metal,6
C:\SoundModel\data\gtzan\features\metal_metal.00081_chunk1.npy,metal,6
C:\SoundModel\data\gtzan\features\rock_rock.00045_chunk1.npy,rock,9
C:\SoundModel\data\gtzan\features\classical_classical.00006_chunk1.npy,classical,1
C:\SoundModel\data\gtzan\features\reggae_reggae.00067_chunk2.npy,reggae,8
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00075_chunk1.npy,hiphop,4
C:\SoundModel\data\gtzan\features\disco_disco.00048_chunk0.npy,disco,3
C:\SoundModel\data\gtzan\features\disco_disco.00005_chunk2.npy,disco,3
C:\SoundModel\data\gtzan\features\jazz_jazz.00027_chunk0.npy,jazz,5
C:\SoundModel\data\gtzan\features\classical_classical.00087_chunk2.npy,classical,1
C:\SoundModel\data\gtzan\features\blues_blues.00061_chunk1.npy,blues,0
C:\SoundModel\data\gtzan\features\reggae_reggae.00090_chunk0.npy,reggae,8
C:\SoundModel\data\gtzan\features\jazz_jazz.00072_chunk1.npy,jazz,5
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00072_chunk2.npy,hiphop,4
C:\SoundModel\data\gtzan\features\rock_rock.00011_chunk1.npy,rock,9
C:\SoundModel\data\gtzan\features\country_country.00028_chunk0.npy,country,2
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00078_chunk0.npy,hiphop,4
C:\SoundModel\data\gtzan\features\metal_metal.00028_chunk0.npy,metal,6
C:\SoundModel\data\gtzan\features\reggae_reggae.00090_chunk1.npy,reggae,8
C:\SoundModel\data\gtzan\features\jazz_jazz.00028_chunk1.npy,jazz,5
C:\SoundModel\data\gtzan\features\country_country.00064_chunk2.npy,country,2
C:\SoundModel\data\gtzan\features\disco_disco.00075_chunk0.npy,disco,3
C:\SoundModel\data\gtzan\features\classical_classical.00045_chunk2.npy,classical,1
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00092_chunk0.npy,hiphop,4
C:\SoundModel\data\gtzan\features\disco_disco.00004_chunk0.npy,disco,3
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00030_chunk1.npy,hiphop,4
C:\SoundModel\data\gtzan\features\reggae_reggae.00082_chunk0.npy,reggae,8
C:\SoundModel\data\gtzan\features\rock_rock.00087_chunk0.npy,rock,9
C:\SoundModel\data\gtzan\features\classical_classical.00094_chunk2.npy,classical,1
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00074_chunk1.npy,hiphop,4
C:\SoundModel\data\gtzan\features\classical_classical.00048_chunk0.npy,classical,1
C:\SoundModel\data\gtzan\features\blues_blues.00090_chunk2.npy,blues,0
C:\SoundModel\data\gtzan\features\rock_rock.00054_chunk2.npy,rock,9
C:\SoundModel\data\gtzan\features\rock_rock.00041_chunk2.npy,rock,9
C:\SoundModel\data\gtzan\features\country_country.00098_chunk2.npy,country,2
C:\SoundModel\data\gtzan\features\country_country.00003_chunk1.npy,country,2
C:\SoundModel\data\gtzan\features\disco_disco.00007_chunk1.npy,disco,3
C:\SoundModel\data\gtzan\features\blues_blues.00074_chunk1.npy,blues,0
C:\SoundModel\data\gtzan\features\rock_rock.00056_chunk1.npy,rock,9
C:\SoundModel\data\gtzan\features\blues_blues.00014_chunk0.npy,blues,0
C:\SoundModel\data\gtzan\features\rock_rock.00004_chunk0.npy,rock,9
C:\SoundModel\data\gtzan\features\classical_classical.00092_chunk0.npy,classical,1
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00007_chunk1.npy,hiphop,4
C:\SoundModel\data\gtzan\features\jazz_jazz.00010_chunk0.npy,jazz,5
C:\SoundModel\data\gtzan\features\pop_pop.00001_chunk2.npy,pop,7
C:\SoundModel\data\gtzan\features\reggae_reggae.00017_chunk1.npy,reggae,8
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00061_chunk1.npy,hiphop,4
C:\SoundModel\data\gtzan\features\disco_disco.00051_chunk0.npy,disco,3
C:\SoundModel\data\gtzan\features\classical_classical.00068_chunk1.npy,classical,1
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00070_chunk1.npy,hiphop,4
C:\SoundModel\data\gtzan\features\classical_classical.00025_chunk0.npy,classical,1
C:\SoundModel\data\gtzan\features\reggae_reggae.00044_chunk0.npy,reggae,8
C:\SoundModel\data\gtzan\features\blues_blues.00026_chunk1.npy,blues,0
C:\SoundModel\data\gtzan\features\pop_pop.00058_chunk2.npy,pop,7
C:\SoundModel\data\gtzan\features\blues_blues.00096_chunk1.npy,blues,0
C:\SoundModel\data\gtzan\features\country_country.00007_chunk0.npy,country,2
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00064_chunk1.npy,hiphop,4
C:\SoundModel\data\gtzan\features\disco_disco.00069_chunk2.npy,disco,3
C:\SoundModel\data\gtzan\features\rock_rock.00073_chunk0.npy,rock,9
C:\SoundModel\data\gtzan\features\reggae_reggae.00056_chunk0.npy,reggae,8
C:\SoundModel\data\gtzan\features\country_country.00016_chunk2.npy,country,2
C:\SoundModel\data\gtzan\features\classical_classical.00038_chunk1.npy,classical,1
C:\SoundModel\data\gtzan\features\jazz_jazz.00012_chunk0.npy,jazz,5
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00034_chunk2.npy,hiphop,4
C:\SoundModel\data\gtzan\features\blues_blues.00000_chunk2.npy,blues,0
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00054_chunk2.npy,hiphop,4
C:\SoundModel\data\gtzan\features\rock_rock.00070_chunk1.npy,rock,9
C:\SoundModel\data\gtzan\features\blues_blues.00075_chunk1.npy,blues,0
C:\SoundModel\data\gtzan\features\reggae_reggae.00047_chunk0.npy,reggae,8
C:\SoundModel\data\gtzan\features\classical_classical.00059_chunk1.npy,classical,1
C:\SoundModel\data\gtzan\features\blues_blues.00059_chunk2.npy,blues,0
C:\SoundModel\data\gtzan\features\country_country.00087_chunk2.npy,country,2
C:\SoundModel\data\gtzan\features\pop_pop.00006_chunk0.npy,pop,7
C:\SoundModel\data\gtzan\features\reggae_reggae.00068_chunk1.npy,reggae,8
C:\SoundModel\data\gtzan\features\pop_pop.00059_chunk1.npy,pop,7
C:\SoundModel\data\gtzan\features\reggae_reggae.00000_chunk1.npy,reggae,8
C:\SoundModel\data\gtzan\features\reggae_reggae.00044_chunk1.npy,reggae,8
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00017_chunk0.npy,hiphop,4
C:\SoundModel\data\gtzan\features\metal_metal.00081_chunk2.npy,metal,6
C:\SoundModel\data\gtzan\features\country_country.00062_chunk2.npy,country,2
C:\SoundModel\data\gtzan\features\metal_metal.00028_chunk2.npy,metal,6
C:\SoundModel\data\gtzan\features\classical_classical.00041_chunk1.npy,classical,1
C:\SoundModel\data\gtzan\features\metal_metal.00054_chunk2.npy,metal,6
C:\SoundModel\data\gtzan\features\metal_metal.00045_chunk0.npy,metal,6
C:\SoundModel\data\gtzan\features\country_country.00009_chunk1.npy,country,2
C:\SoundModel\data\gtzan\features\jazz_jazz.00034_chunk2.npy,jazz,5
C:\SoundModel\data\gtzan\features\country_country.00067_chunk0.npy,country,2
C:\SoundModel\data\gtzan\features\pop_pop.00009_chunk0.npy,pop,7
C:\SoundModel\data\gtzan\features\reggae_reggae.00039_chunk0.npy,reggae,8
C:\SoundModel\data\gtzan\features\metal_metal.00055_chunk0.npy,metal,6
C:\SoundModel\data\gtzan\features\disco_disco.00050_chunk1.npy,disco,3
C:\SoundModel\data\gtzan\features\reggae_reggae.00075_chunk1.npy,reggae,8
C:\SoundModel\data\gtzan\features\metal_metal.00053_chunk2.npy,metal,6
C:\SoundModel\data\gtzan\features\pop_pop.00046_chunk1.npy,pop,7
C:\SoundModel\data\gtzan\features\jazz_jazz.00096_chunk1.npy,jazz,5
C:\SoundModel\data\gtzan\features\rock_rock.00092_chunk1.npy,rock,9
C:\SoundModel\data\gtzan\features\disco_disco.00082_chunk1.npy,disco,3
C:\SoundModel\data\gtzan\features\classical_classical.00097_chunk0.npy,classical,1
C:\SoundModel\data\gtzan\features\classical_classical.00084_chunk0.npy,classical,1
C:\SoundModel\data\gtzan\features\blues_blues.00030_chunk2.npy,blues,0
C:\SoundModel\data\gtzan\features\jazz_jazz.00076_chunk1.npy,jazz,5
C:\SoundModel\data\gtzan\features\jazz_jazz.00032_chunk0.npy,jazz,5
C:\SoundModel\data\gtzan\features\jazz_jazz.00035_chunk1.npy,jazz,5
C:\SoundModel\data\gtzan\features\country_country.00080_chunk0.npy,country,2
C:\SoundModel\data\gtzan\features\reggae_reggae.00064_chunk2.npy,reggae,8
C:\SoundModel\data\gtzan\features\metal_metal.00059_chunk0.npy,metal,6
C:\SoundModel\data\gtzan\features\rock_rock.00026_chunk0.npy,rock,9
C:\SoundModel\data\gtzan\features\disco_disco.00032_chunk0.npy,disco,3
C:\SoundModel\data\gtzan\features\jazz_jazz.00016_chunk0.npy,jazz,5
C:\SoundModel\data\gtzan\features\classical_classical.00085_chunk0.npy,classical,1
C:\SoundModel\data\gtzan\features\country_country.00031_chunk1.npy,country,2
C:\SoundModel\data\gtzan\features\blues_blues.00024_chunk1.npy,blues,0
C:\SoundModel\data\gtzan\features\reggae_reggae.00065_chunk0.npy,reggae,8
C:\SoundModel\data\gtzan\features\reggae_reggae.00071_chunk2.npy,reggae,8
C:\SoundModel\data\gtzan\features\metal_metal.00017_chunk0.npy,metal,6
C:\SoundModel\data\gtzan\features\reggae_reggae.00010_chunk0.npy,reggae,8
C:\SoundModel\data\gtzan\features\disco_disco.00026_chunk0.npy,disco,3
C:\SoundModel\data\gtzan\features\classical_classical.00022_chunk1.npy,classical,1
C:\SoundModel\data\gtzan\features\jazz_jazz.00042_chunk0.npy,jazz,5
C:\SoundModel\data\gtzan\features\jazz_jazz.00072_chunk2.npy,jazz,5
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00029_chunk1.npy,hiphop,4
C:\SoundModel\data\gtzan\features\metal_metal.00004_chunk0.npy,metal,6
C:\SoundModel\data\gtzan\features\jazz_jazz.00094_chunk2.npy,jazz,5
C:\SoundModel\data\gtzan\features\rock_rock.00011_chunk0.npy,rock,9
C:\SoundModel\data\gtzan\features\rock_rock.00024_chunk0.npy,rock,9
C:\SoundModel\data\gtzan\features\classical_classical.00030_chunk1.npy,classical,1
C:\SoundModel\data\gtzan\features\disco_disco.00097_chunk0.npy,disco,3
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00042_chunk0.npy,hiphop,4
C:\SoundModel\data\gtzan\features\classical_classical.00057_chunk2.npy,classical,1
C:\SoundModel\data\gtzan\features\reggae_reggae.00085_chunk2.npy,reggae,8
C:\SoundModel\data\gtzan\features\jazz_jazz.00079_chunk2.npy,jazz,5
C:\SoundModel\data\gtzan\features\pop_pop.00053_chunk1.npy,pop,7
C:\SoundModel\data\gtzan\features\pop_pop.00061_chunk2.npy,pop,7
C:\SoundModel\data\gtzan\features\reggae_reggae.00017_chunk0.npy,reggae,8
C:\SoundModel\data\gtzan\features\pop_pop.00003_chunk1.npy,pop,7
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00018_chunk2.npy,hiphop,4
C:\SoundModel\data\gtzan\features\pop_pop.00097_chunk1.npy,pop,7
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00041_chunk2.npy,hiphop,4
C:\SoundModel\data\gtzan\features\reggae_reggae.00035_chunk0.npy,reggae,8
C:\SoundModel\data\gtzan\features\blues_blues.00013_chunk1.npy,blues,0
C:\SoundModel\data\gtzan\features\classical_classical.00038_chunk2.npy,classical,1
C:\SoundModel\data\gtzan\features\disco_disco.00025_chunk0.npy,disco,3
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00066_chunk2.npy,hiphop,4
C:\SoundModel\data\gtzan\features\metal_metal.00061_chunk0.npy,metal,6
C:\SoundModel\data\gtzan\features\pop_pop.00074_chunk1.npy,pop,7
C:\SoundModel\data\gtzan\features\blues_blues.00034_chunk2.npy,blues,0
C:\SoundModel\data\gtzan\features\metal_metal.00050_chunk1.npy,metal,6
C:\SoundModel\data\gtzan\features\disco_disco.00096_chunk0.npy,disco,3
C:\SoundModel\data\gtzan\features\classical_classical.00072_chunk1.npy,classical,1
C:\SoundModel\data\gtzan\features\jazz_jazz.00081_chunk0.npy,jazz,5
C:\SoundModel\data\gtzan\features\metal_metal.00014_chunk0.npy,metal,6
C:\SoundModel\data\gtzan\features\country_country.00063_chunk1.npy,country,2
C:\SoundModel\data\gtzan\features\rock_rock.00085_chunk2.npy,rock,9
C:\SoundModel\data\gtzan\features\jazz_jazz.00076_chunk0.npy,jazz,5
C:\SoundModel\data\gtzan\features\rock_rock.00011_chunk2.npy,rock,9
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00060_chunk1.npy,hiphop,4
C:\SoundModel\data\gtzan\features\blues_blues.00027_chunk1.npy,blues,0
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00026_chunk2.npy,hiphop,4
C:\SoundModel\data\gtzan\features\pop_pop.00045_chunk1.npy,pop,7
C:\SoundModel\data\gtzan\features\rock_rock.00072_chunk0.npy,rock,9
C:\SoundModel\data\gtzan\features\pop_pop.00039_chunk2.npy,pop,7
C:\SoundModel\data\gtzan\features\classical_classical.00032_chunk2.npy,classical,1
C:\SoundModel\data\gtzan\features\metal_metal.00020_chunk2.npy,metal,6
C:\SoundModel\data\gtzan\features\pop_pop.00048_chunk1.npy,pop,7
C:\SoundModel\data\gtzan\features\classical_classical.00061_chunk1.npy,classical,1
C:\SoundModel\data\gtzan\features\blues_blues.00021_chunk2.npy,blues,0
C:\SoundModel\data\gtzan\features\jazz_jazz.00061_chunk0.npy,jazz,5
C:\SoundModel\data\gtzan\features\metal_metal.00018_chunk2.npy,metal,6
C:\SoundModel\data\gtzan\features\rock_rock.00086_chunk0.npy,rock,9
C:\SoundModel\data\gtzan\features\country_country.00092_chunk0.npy,country,2
C:\SoundModel\data\gtzan\features\jazz_jazz.00044_chunk1.npy,jazz,5
C:\SoundModel\data\gtzan\features\disco_disco.00055_chunk1.npy,disco,3
C:\SoundModel\data\gtzan\features\classical_classical.00004_chunk2.npy,classical,1
C:\SoundModel\data\gtzan\features\disco_disco.00046_chunk0.npy,disco,3
C:\SoundModel\data\gtzan\features\reggae_reggae.00023_chunk2.npy,reggae,8
C:\SoundModel\data\gtzan\features\jazz_jazz.00013_chunk0.npy,jazz,5
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00032_chunk1.npy,hiphop,4
C:\SoundModel\data\gtzan\features\blues_blues.00025_chunk0.npy,blues,0
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00097_chunk2.npy,hiphop,4
C:\SoundModel\data\gtzan\features\metal_metal.00098_chunk1.npy,metal,6
C:\SoundModel\data\gtzan\features\metal_metal.00023_chunk1.npy,metal,6
C:\SoundModel\data\gtzan\features\disco_disco.00060_chunk2.npy,disco,3
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00043_chunk2.npy,hiphop,4
C:\SoundModel\data\gtzan\features\pop_pop.00013_chunk1.npy,pop,7
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00004_chunk2.npy,hiphop,4
C:\SoundModel\data\gtzan\features\metal_metal.00024_chunk2.npy,metal,6
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00032_chunk2.npy,hiphop,4
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00097_chunk1.npy,hiphop,4
C:\SoundModel\data\gtzan\features\classical_classical.00005_chunk2.npy,classical,1
C:\SoundModel\data\gtzan\features\disco_disco.00037_chunk0.npy,disco,3
C:\SoundModel\data\gtzan\features\reggae_reggae.00055_chunk0.npy,reggae,8
C:\SoundModel\data\gtzan\features\classical_classical.00032_chunk1.npy,classical,1
C:\SoundModel\data\gtzan\features\metal_metal.00048_chunk1.npy,metal,6
C:\SoundModel\data\gtzan\features\jazz_jazz.00013_chunk2.npy,jazz,5
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00058_chunk0.npy,hiphop,4
C:\SoundModel\data\gtzan\features\pop_pop.00077_chunk0.npy,pop,7
C:\SoundModel\data\gtzan\features\pop_pop.00092_chunk1.npy,pop,7
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00063_chunk0.npy,hiphop,4
C:\SoundModel\data\gtzan\features\rock_rock.00038_chunk0.npy,rock,9
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00013_chunk1.npy,hiphop,4
C:\SoundModel\data\gtzan\features\rock_rock.00008_chunk1.npy,rock,9
C:\SoundModel\data\gtzan\features\country_country.00049_chunk1.npy,country,2
C:\SoundModel\data\gtzan\features\metal_metal.00006_chunk0.npy,metal,6
C:\SoundModel\data\gtzan\features\classical_classical.00065_chunk0.npy,classical,1
C:\SoundModel\data\gtzan\features\rock_rock.00013_chunk2.npy,rock,9
C:\SoundModel\data\gtzan\features\reggae_reggae.00077_chunk0.npy,reggae,8
C:\SoundModel\data\gtzan\features\reggae_reggae.00002_chunk2.npy,reggae,8
C:\SoundModel\data\gtzan\features\blues_blues.00003_chunk1.npy,blues,0
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00054_chunk1.npy,hiphop,4
C:\SoundModel\data\gtzan\features\jazz_jazz.00068_chunk1.npy,jazz,5
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00003_chunk1.npy,hiphop,4
C:\SoundModel\data\gtzan\features\reggae_reggae.00028_chunk2.npy,reggae,8
C:\SoundModel\data\gtzan\features\jazz_jazz.00024_chunk0.npy,jazz,5
C:\SoundModel\data\gtzan\features\blues_blues.00086_chunk1.npy,blues,0
C:\SoundModel\data\gtzan\features\metal_metal.00075_chunk1.npy,metal,6
C:\SoundModel\data\gtzan\features\blues_blues.00062_chunk0.npy,blues,0
C:\SoundModel\data\gtzan\features\country_country.00023_chunk1.npy,country,2
C:\SoundModel\data\gtzan\features\rock_rock.00063_chunk2.npy,rock,9
C:\SoundModel\data\gtzan\features\disco_disco.00074_chunk2.npy,disco,3
C:\SoundModel\data\gtzan\features\blues_blues.00078_chunk1.npy,blues,0
C:\SoundModel\data\gtzan\features\country_country.00042_chunk2.npy,country,2
C:\SoundModel\data\gtzan\features\country_country.00036_chunk2.npy,country,2
C:\SoundModel\data\gtzan\features\metal_metal.00096_chunk0.npy,metal,6
C:\SoundModel\data\gtzan\features\rock_rock.00059_chunk2.npy,rock,9
C:\SoundModel\data\gtzan\features\reggae_reggae.00072_chunk0.npy,reggae,8
C:\SoundModel\data\gtzan\features\classical_classical.00089_chunk0.npy,classical,1
C:\SoundModel\data\gtzan\features\pop_pop.00017_chunk1.npy,pop,7
C:\SoundModel\data\gtzan\features\country_country.00004_chunk1.npy,country,2
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00006_chunk2.npy,hiphop,4
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00025_chunk2.npy,hiphop,4
C:\SoundModel\data\gtzan\features\jazz_jazz.00059_chunk1.npy,jazz,5
C:\SoundModel\data\gtzan\features\disco_disco.00041_chunk1.npy,disco,3
C:\SoundModel\data\gtzan\features\pop_pop.00097_chunk0.npy,pop,7
C:\SoundModel\data\gtzan\features\country_country.00096_chunk0.npy,country,2
C:\SoundModel\data\gtzan\features\blues_blues.00086_chunk0.npy,blues,0
C:\SoundModel\data\gtzan\features\rock_rock.00012_chunk1.npy,rock,9
C:\SoundModel\data\gtzan\features\rock_rock.00052_chunk1.npy,rock,9
C:\SoundModel\data\gtzan\features\country_country.00084_chunk2.npy,country,2
C:\SoundModel\data\gtzan\features\reggae_reggae.00003_chunk0.npy,reggae,8
C:\SoundModel\data\gtzan\features\country_country.00050_chunk0.npy,country,2
C:\SoundModel\data\gtzan\features\rock_rock.00048_chunk0.npy,rock,9
C:\SoundModel\data\gtzan\features\classical_classical.00022_chunk0.npy,classical,1
C:\SoundModel\data\gtzan\features\pop_pop.00026_chunk2.npy,pop,7
C:\SoundModel\data\gtzan\features\reggae_reggae.00013_chunk0.npy,reggae,8
C:\SoundModel\data\gtzan\features\disco_disco.00094_chunk1.npy,disco,3
C:\SoundModel\data\gtzan\features\pop_pop.00055_chunk0.npy,pop,7
C:\SoundModel\data\gtzan\features\metal_metal.00058_chunk2.npy,metal,6
C:\SoundModel\data\gtzan\features\classical_classical.00031_chunk2.npy,classical,1
C:\SoundModel\data\gtzan\features\reggae_reggae.00072_chunk1.npy,reggae,8
C:\SoundModel\data\gtzan\features\country_country.00092_chunk2.npy,country,2
C:\SoundModel\data\gtzan\features\country_country.00012_chunk1.npy,country,2
C:\SoundModel\data\gtzan\features\country_country.00070_chunk2.npy,country,2
C:\SoundModel\data\gtzan\features\country_country.00046_chunk1.npy,country,2
C:\SoundModel\data\gtzan\features\blues_blues.00006_chunk0.npy,blues,0
C:\SoundModel\data\gtzan\features\classical_classical.00067_chunk0.npy,classical,1
C:\SoundModel\data\gtzan\features\metal_metal.00010_chunk2.npy,metal,6
C:\SoundModel\data\gtzan\features\pop_pop.00017_chunk0.npy,pop,7
C:\SoundModel\data\gtzan\features\jazz_jazz.00028_chunk0.npy,jazz,5
C:\SoundModel\data\gtzan\features\rock_rock.00096_chunk0.npy,rock,9
C:\SoundModel\data\gtzan\features\metal_metal.00093_chunk0.npy,metal,6
C:\SoundModel\data\gtzan\features\rock_rock.00090_chunk1.npy,rock,9
C:\SoundModel\data\gtzan\features\hiphop_hiphop.00085_chunk1.npy,hiphop,4
C:\SoundModel\data\gtzan\features\jazz_jazz.00025_chunk0.npy,jazz,5
